1302250366 1783 0 0 0 0
1302250750 1784 0 0 0 0
1303269804 45125 0 0 0 0
1303391429 52616 0 0 0 0
1303392206 52634 0 0 0 0
1303433882 52634 444 0 0 0
1303436013 52634 444 0 0 0
1303439191 52634 444 0 0 0
1303440076 52795 444 0 0 0
1303440124 52795 444 0 0 0
1303663558 52795 444 0 0 51
1303704603 52795 577 0 0 51
1303705157 52795 630 0 0 51
1303712021 52795 630 0 0 51
1303712089 52795 630 0 0 51
1303721670 53032 630 0 0 51
1303723838 53111 630 0 0 51
1303723955 53114 630 0 0 51
1303770456 53114 630 0 0 52
1303838988 53114 630 0 0 52
1303839046 53114 630 0 0 52
1303844016 54031 630 0 0 52
1303862213 54474 630 0 0 52
1303864601 54595 630 0 0 52
1303869857 54595 630 0 0 52
1303869941 54595 630 0 0 52
1303870288 54595 741 0 0 52
1303871751 54595 741 0 0 52
1303873011 54595 741 0 0 52
1303874856 54595 741 0 14 52
1303890676 54628 741 0 14 52
1303890821 54629 741 0 14 52
1303891366 54642 741 0 14 52
1303892568 54665 741 0 14 52
1303897011 54670 741 0 14 52
1303902530 55037 741 0 14 52
1303925459 55037 948 0 14 52
1303925473 55037 948 0 14 52
1303935616 55070 948 0 14 52
1303957032 55479 948 0 14 52
1304014376 55479 948 0 14 52
1304014977 55479 948 0 14 52
1304014979 55500 948 0 14 52
1304014990 55500 948 0 14 52
1304015003 55500 948 0 14 52
1304015906 55522 948 0 14 52
1304027874 55576 948 0 14 52
1304028495 55603 948 0 14 52
1304034959 55603 948 0 14 52
1304034986 55603 966 0 14 52
1304035298 55603 966 0 31 52
1304037553 55603 966 0 936 52
1304043235 55603 966 0 936 83
1304043412 55603 966 0 936 83
1304050920 56006 966 0 936 83
1304051476 56008 966 0 936 83
1304058086 56008 966 0 1822 83
1304059992 56026 966 0 1822 83
1304060118 56027 966 0 1822 83
1304060828 56027 966 399 1822 83
1304062039 56046 966 399 1822 83
1304066033 56046 966 467 1822 83
1304077098 56438 966 467 1822 83
1304077865 56899 966 467 1822 83
1304115567 56979 966 467 1822 83
1304362351 56979 1038 467 1822 83
1304362709 56979 1038 467 1822 83
1304412653 80385 1038 467 1822 83
1304421919 80491 1038 467 1822 83
1304443701 80491 1308 467 1822 83
1304444322 80491 1308 467 1822 83
1304474393 80590 1308 467 1822 83
1304475801 80601 1308 467 1822 83
1304476129 80601 1413 467 1822 83
1304477112 80601 1413 467 1822 83
1304477507 80601 1413 467 1822 83
1304477898 80601 1413 467 1843 83
1304478837 80603 1413 467 1843 83
1304478845 80603 1413 467 1843 83
1304479271 80603 1413 467 1844 83
1304481941 80636 1413 467 1844 83
1304481958 80636 1413 467 1844 83
1304482334 80653 1413 467 1844 83
1304485134 80664 1413 467 1844 83
1304486948 80681 1413 467 1844 83
1304487714 80681 1413 534 1844 83
1304487908 80697 1413 534 1844 83
1304488108 80697 1510 534 1844 83
1304488354 80697 1510 534 2730 83
1304488364 80697 1510 534 2730 83
1304488787 80703 1510 534 2730 83
1304488798 80703 1510 534 2730 83
1304488965 80703 1510 535 2730 83
1304489006 80703 1510 535 2730 83
1304490878 80703 1510 535 2730 83
1304491086 80703 1510 535 2730 83
1304491122 80703 1510 535 2730 83
1304492392 80789 1510 535 2730 83
1304492419 80789 1510 535 2730 83
1304492642 80789 1510 535 2730 2325
1304494279 80927 1510 535 2730 2325
1304494297 80927 1510 535 2730 2325
1304494419 80977 1510 535 2730 2325
1304499138 81019 1510 535 2730 2325
1304499250 81019 1510 656 2730 2325
1304499295 81019 1510 656 2730 2325
1304525479 81019 1624 656 2730 2325
1304525624 81019 1628 656 2730 2325
1304525668 81019 4127 656 2730 2325
1304544343 81019 4127 682 2730 2325
1304545225 81019 4127 693 2730 2325
1304587154 81019 4325 693 2730 2325
1304588695 81019 4325 693 2730 2325
1304593586 81019 4325 980 2730 2325
1304594790 81275 4325 980 2730 2325
1304595447 81275 4325 980 2730 2325
1304596705 81275 4325 982 2730 2325
1304602902 81399 4325 982 2730 2325
1304605069 81412 4325 982 2730 2325
1304616432 81412 4334 982 2730 2325
1304619823 81480 4334 982 2730 2325
1304641197 81480 4334 983 2730 2325
1304647651 81480 4334 1038 2730 2325
1304648415 81480 4334 1038 2734 2325
1304648500 81653 4334 1038 2734 2325
1304648517 81653 4334 1038 2734 2325
1304648623 81654 4334 1038 2734 2325
1304648876 81654 4334 1038 2734 2325
1304648962 81654 4334 1051 2734 2325
1304648979 81654 4334 1051 2734 2325
1304650538 81654 4334 1051 2734 2325
1304650638 81654 4334 1051 2734 2325
1304696457 81664 4334 1051 2734 2325
1304696468 81664 4334 1051 2734 2325
1304749947 81664 4405 1051 2734 2325
1304768878 81664 4519 1051 2734 2325
1304815853 81664 4519 1051 2734 2325
1304815948 81838 4519 1051 2734 2325
1304816128 81838 4519 1052 2734 2325
1304816142 81838 4519 1052 2734 2325
1304829441 82008 4519 1052 2734 2325
1304831022 82008 4568 1052 2734 2325
1304834479 82014 4568 1052 2734 2325
1304834718 82014 4568 1052 2734 2325
1304834924 82014 4568 1052 2734 2325
1304837449 82014 4580 1052 2734 2325
1304838626 82031 4580 1052 2734 2325
1304838642 82031 4580 1052 2734 2325
1304838764 82031 4580 1052 2734 2325
1304838933 82031 4581 1052 2734 2325
1304857048 82250 4581 1052 2734 2325
1304904647 82250 4581 1052 2734 2325
1304905671 82250 4581 1052 2734 2325
1304906723 82250 4581 1052 2734 2325
1304906732 82250 4581 1052 2734 2325
1304919255 82250 4581 1052 2742 2325
1304920040 82261 4581 1052 2742 2325
1304920048 82261 4581 1052 2742 2325
1304923127 82261 4672 1052 2742 2325
1304923139 82261 4672 1052 2742 2325
1304923295 82261 4672 1052 2742 2325
1304923498 82261 4672 1052 2742 2325
1304925303 82261 4672 1052 2746 2325
1304926221 82261 4680 1052 2746 2325
1304926229 82261 4680 1052 2746 2325
1304930385 82419 4680 1052 2746 2325
1304930393 82419 4680 1135 2746 2325
1304930404 82419 4680 1135 2746 2325
1304931050 82419 4680 1155 2746 2325
1304931103 82419 4680 1155 2746 2325
1304932726 82419 4680 1209 2746 2325
1304932735 82419 4680 1209 2746 2325
1304933644 82483 4680 1209 2746 2325
1304933677 82483 4680 1209 2746 2325
1304997555 82483 4764 1209 2746 2325
1305052795 82483 4764 1212 2746 2325
1305086562 82483 4764 1212 2754 2325
1305091836 82483 4764 1212 2758 2325
1305097029 82708 4764 1212 2758 2325
1305097099 82708 5066 1212 2758 2325
1305097115 82708 5066 1212 2758 2325
