uid, timestamp, qid
cgs_4de59894938ad, 1306891450, 6
cgs_4de59757b935b, 1306891123, 6
cgs_4de1902758d6f, 1306888696, 6
cgs_4de5284dc070a, 1306888606, 6
cgs_4de1902758d6f, 1306888301, 6
cgs_4de58991aaf44, 1306887601, 6
cgs_4de577ba7afda, 1306883024, 6
cgs_4de53e0aa4974, 1306868261, 6
