uid, timestamp, qid
cgs_4de59757b935b, 1306892307, 4
cgs_4de59757b935b, 1306891939, 4
cgs_4de59757b935b, 1306891543, 4
cgs_4de59757b935b, 1306891469, 4
cgs_4de58991aaf44, 1306891377, 4
cgs_4de58991aaf44, 1306891160, 4
cgs_4de58991aaf44, 1306891092, 4
cgs_4de58991aaf44, 1306891045, 4
cgs_4de58991aaf44, 1306890950, 4
cgs_4de58991aaf44, 1306890396, 4
cgs_4de1902758d6f, 1306888867, 4
cgs_4de5284dc070a, 1306888614, 4
cgs_4de1902758d6f, 1306888321, 4
